SMILES,"LogS_1,2-dichloroethane","LogS_1,4-dioxane",LogS_2-butanone,LogS_2-ethoxyethanol,LogS_2-methoxyethanol,LogS_2-propoxyethanol,LogS_DMAc,LogS_DMF,LogS_DMSO,LogS_MTBE,LogS_NMP,LogS_THF,LogS_acetic acid,LogS_acetone,LogS_acetonitrile,LogS_benzene,LogS_chlorobenzene,LogS_chloroform,LogS_cyclohexane,LogS_cyclohexanone,LogS_dichloromethane,LogS_diethyl ether,LogS_ethanol,LogS_ethyl acetate,LogS_ethyl formate,LogS_ethylene glycol,LogS_isobutanol,LogS_isobutyl acetate,LogS_isopentanol,LogS_isopropanol,LogS_isopropyl acetate,LogS_methanol,LogS_methyl acetate,LogS_n-butanol,LogS_n-butyl acetate,LogS_n-heptane,LogS_n-heptanol,LogS_n-hexane,LogS_n-hexanol,LogS_n-octanol,LogS_n-pentanol,LogS_n-pentyl acetate,LogS_n-propanol,LogS_n-propyl acetate,LogS_propylene glycol,LogS_sec-butanol,LogS_tetrachloromethane,LogS_toluene,LogS_transcutol,LogS_water
CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,,,,,,,,,,,,,,-1.4519184999407924,,,,,,,,,-0.0402327383917641,-2.6363240891323376,,,,,,,,0.6592445095560062,,,,,,,,,,,,,,,,,,
CN(C)CCn1[nH]nnc1=S,,,,,,,,-1.9820514437155103,,,,,,,,,,,,,,,-3.038688840314129,,,,,,,-3.343184630445593,,-2.4131753252153416,,-3.1757408402922747,,,,,,,,,-3.110675214759165,,,-3.463858643999674,,,,-0.6300908760539745
CN(C)Cc1c[nH]c2ccccc12,,-0.1995022071826335,,,,,,,,,,,,-0.2886449405483534,-0.7828907076012348,,,,,,,,-0.2508383521171763,-0.5159692525466152,,,,,,-0.5015023176516532,,-0.0212588879958511,,-0.2742202919210288,,,,,,-0.849489445748934,,,-0.2371767475004524,,,,,-1.2129683638722148,,
CN(C)NC(=O)CCC(=O)O,,,,-1.5214821644054102,-1.0919235204899618,-2.157689129934578,,-0.4070824534163579,,,-0.2779402262861249,,,,-2.248546846550004,,,,,,,,-1.123545878900916,,,,,,,-2.007109765838829,,-0.5387706072509644,,,,,,,,,-2.6191685296211364,,-1.6649765579475493,,,,,,,
CN(C)S(=O)(=O)c1ccc(N)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.656820573306176,,-2.258541749903366,,,,,,,,,,-2.750820798448611
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,,-1.7271631293331915,,,,,,,,,,,,,-2.525940264252813,,,,-3.747292158083528,,,,-2.531437332596637,-2.249218598795525,,,-3.222699185582845,,,-3.0923579802286185,,-2.2687872466369194,,-3.095938457892778,,,,-3.412517526597264,,-3.546637524655969,,,-2.794979779053148,,,,,,,
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,,,,,,,,,,,,,,-3.681646470321613,-3.3895440604543645,,,,,,,,-1.78420201026945,,,,,,,,,-0.4849595971649636,,-2.7027109352189904,,,,,,,,,-2.3882807285431005,,,,,,,
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,,,,,,,,,,,,,,,-3.0885047705901263,,,,,,,,-1.6863264350690743,-3.866673272803226,,,,,,-2.826699955010424,,-1.3372161580431068,,,,,,,,,,,-1.9858983320236456,,,,,,,
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],,,,,,,,,,,,,,-3.801881518823489,,,,,,,,,-0.9794769978771,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9353574387512849
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12.Cl,,,,,,,,,-0.543889326141378,,,,,,-1.4663360131095478,,,,,,,,-0.3720461623410825,-1.3040684088564465,,,-0.7568497169983761,,-0.9616560941553782,-1.1940051765573547,,0.0865757111916674,,-0.6164977541756109,,,,,-1.030059009942952,,-0.6171960789603373,,-0.5187433336811293,,,-1.1768807493424016,,,,
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,,,,,,,,,,,,,,-1.4205584222958636,-2.063288658243526,,,,,,,,-2.2331266487707224,-1.6779493018681488,,,,,,-2.6452820679826163,,-2.3440586539260546,-1.586971487736212,-2.3915462077207468,-2.0522222749497243,,,,,,,,-2.4262611998668944,,,,,,,
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.615201240776115,,-3.504380438768928,,,,,,,,,,
CN(Cc1ccccc1)CN1C(=O)C(=NNC(=O)c2ccccc2OCc2ccccc2)c2ccccc21,,,,,,,,,,,,,,,,,,,,,,,-2.0923170538434195,,,-2.264623271720177,,,,-2.2689743205618296,,,,-2.083142068256888,,,,,,,,,,,-2.308455857144633,-2.057938055940886,,,-1.5378201164986482,-4.2275330862482114
CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,,,,,,,,,,,,,,-1.0175714028425806,,,,,,,,,-0.8242282991207536,-2.1909164487261967,,,,,,,,0.0621213131104224,,,,,,,,,,,,,,,,,,0.1653481062002627
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,,,,,,,,,,,-0.06029809294401,,,,,,,,,,,,-1.0793754623983984,,,,,,,,,,,,,,,,,,,,,,-1.5634383492508854,,,,,-3.826981918407137
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,,,,,,,,,,,,,,,,,,,,,,,-2.4377945775909104,-1.3589769752801155,,,,,,,,,,,,,,,,,,,,,,,,,,-4.6537727818564605
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,,,,,,,,,,,,,,,,,,,,,,,-3.654352301733323,-3.069659028259341,,-2.39728358972806,,,,-3.929501987238631,,,,-3.830168784006531,,,,,,,,,,,-3.3662486411719184,-3.490016294577304,,,-2.6338338829762904,-3.779794771023703
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,,,,,,,,,,,,,,,,,,,,,,,-3.198911277665907,-2.1612926675308675,,-2.419156782906841,,,,-3.0888597248782443,,,,-3.053587743651065,,,,,,,,,,,-2.579435679509634,-3.176798642793486,,,-1.8717842616452105,-3.64096548333245
CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1887055512247782,-4.498005186945687
CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,,,,,,,,-1.7102591927679904,-0.8460079883209309,,,,,,,,,,,,,,-3.285434227344512,,,,,,,,,-2.769099426728187,,,,,,,,,,,-3.431986848657539,,,,,,,-2.61303928316272
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,,,,,,,,-0.8954813680409138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.730317074518464
CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,,,,,,,,,,,,,,-1.6812725160466797,,,,,,,,,-2.315657550802467,,,,,,,,-2.166395752387712,,-1.5617487413657762,,,,,,,,,,-2.6382478851990805,-2.051115146557337,,,,,,
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,-0.6281429923004985,,-0.4573067244848232,-0.321080535098583,-0.2846481770835452,-0.3376149843182886,,0.211905113779995,-0.0493156496817939,,-0.2849079128568148,0.008093086336496,,-0.6230244044028467,-1.2637299685492294,-1.1157576906568023,,-0.0199753183255644,,,,,-0.957060756286007,-0.8780696913688505,-0.2939551532078673,,-1.0136237095209792,,-0.9672923439934086,-1.259096656140401,,-0.6800121888566206,-0.9225566070756984,-0.9695776997832728,-0.8991138589393662,,,,,,-0.9465458895255858,-0.9173682441332114,-0.9509422581906518,-0.8583747809285336,,-1.1703890178261929,,-1.284366680581703,,
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,,-2.8107012888082026,,,,,,,,,,-2.203996280060942,,-2.3670704663866,-2.484616589479071,,,,,,,,-2.7896380387991604,-2.6970827879625507,,,,,,-3.0085604820407363,,-2.368663809702857,,-2.8975326225826,,,,,,,,,-2.816515836936524,,,,,-3.166718917873599,,
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,,,,,,,,,,,,,,-1.1480769788587166,,,,,,,,,-0.161177124730553,,,,,,,,,-0.7985692510214181,,,,,,,,,,,,,,,,,,
CN1CCOC(c2ccccc2)c2ccccc2C1.Cl,,,,,,,,,,,,,,-2.687302015184008,,,,,,,,,-1.3023698657942508,,,,-1.985344053925593,,,-2.3783653439453563,,-0.7211135340286182,,-2.2958842802666872,,,,,,,,,-2.059320189097912,,,,,,,-1.0329700009646758
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],,-1.4125125455959406,,-1.186411903065569,-0.7769482806990028,,0.0299155740241817,0.0620039101811371,0.0796650784935501,,0.0747764050226235,,-0.6372320559156124,-0.8563132628199285,-0.6168911073023199,,,,,,-0.5035360394608024,,,-1.7268088634165464,,,,,,,,-1.4586320621230493,-1.2482767313997594,,,,,,,,,,,,,,,,,-1.99602331215242
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,,,,,,,,,,,,,,-2.384582308609937,,,,-1.961408468139417,-4.585080570993639,,-2.1863577500864424,-3.175549078718065,-2.861857357375091,-2.772992054092438,,,,,,-2.944620925417774,,-2.8923680179476783,,-2.81860084032117,,,,-4.896184929802688,,,,,,,,,,,,
CN=C(NC#N)NCCSCc1nc[nH]c1C,,,,,,,,,,,,,,,,,,,,,,,-1.0668756648711142,,,,,,,,,-0.4612595910446263,,,,,,,,,,,,,,,,,,
CNC(=O)NC,,,,,,,,,,,,,,0.3887855909120674,0.4471153242762432,,,,,,,,,-0.3475687673487715,,,,,,0.8511229266419471,,,,,-0.7993115564154265,,,,,,,,,,,0.7728669537468685,,,,1.5313481904520996
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,,,,,,,,,,,,0.2215335923925107,,-0.0949392311686886,-0.0015634303777129,,,,,,-0.4735054251273649,,,0.0250608496957528,,,,,,,,-0.2721050831285105,,-1.057282512131499,,,,,,,,,-0.8119667919706227,,,,,,,-1.6147479770163238
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,,,,,,,,,,,,,,-1.4723973307740283,-2.412382919162243,,,,,,,,-1.82863721267698,,,,,,,-1.9973938780037988,,-1.9820418802584312,,,,,,,,,,,-1.9153706701331543,,,,,,,
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,,,-0.9799484261978504,,,,,,,,,,,-1.2978308159411212,-2.196075582406921,,,,,-0.7788858903304019,,,-1.754012454218773,-1.772857174858257,,,-2.0874874071047294,,,-1.9457601647564624,,-1.8560135270020133,,-1.897454632380686,,,,,,,-2.120721228864408,,-1.7729329359847583,,,,,-1.5743960531216106,,
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.980293902519396,,,-2.8473775642776857,,,,-2.7504752329112385,,,,,,,-3.091712656807819,,-2.630240840290924,,,,,,,
CNC1=NCCC2(CCCCC2)S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3846484663750447,,,,,,,,,,,,
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,,,-1.6044018267249232,,,,,,,,,,,-0.950291835508918,,,,,,-1.2867595892099255,,,-0.4595611805891896,,,,-1.3223818765307314,,-1.1847027071666778,-1.1308491167124437,,0.1349061305979434,,-0.9904001352681252,,,,,,,-1.1240250906701552,,-0.7865058805159759,,,-1.4315014243480262,,,,
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,,,,,,,,,,,,,,-1.78918567960775,-3.0587973663879144,,,,,,,,-1.1131908040016878,,,,,,,-1.917580873909323,,-0.1276023793014256,,,,,,,,,,,,,,,,,,-0.2050563874531365
CNC[C@H](O)c1cccc(O)c1.Cl,,,,-0.2982090793034331,0.3150773615768349,-0.84151898305681,,0.5674027921920851,,,0.3532832963726849,,,,,,,,,,,,-0.389007291312835,,,,,,,-1.2701511039060147,,0.4430240398766135,,,,,,,,,,,-0.9133026292306862,,,,,,,
CNS(=O)(=O)c1ccc(N)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5111832122283684,,,,,,,,,,-1.244054993378756
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,,,,,,,,,,,,,,,,,,,,,,,-1.0790766972229229,,,,,,,-2.063823654209191,,-0.2442886546494299,,,,,,,,,,,-1.5324547744439352,,,,,,,
CNc1nc(C)nc(OC)n1,,,,,,,,0.6800056020482047,,,,,,,,,,,,,,,0.1348138921320131,,,-0.242822412111826,,,,,,0.4301497581200611,,,,,,,,,,,,,,,,,,-3.6420407235003016
CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,,,,,,,,,,,,,,,,,,,,,,,-1.8004264074967369,-0.526876984098757,,,-2.167529908562348,,,-2.205840592630243,,-1.3898641271057248,,-2.09624396696954,,,,,,,,,-1.954936327191552,,,,,,,
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,,,,,,,,,,,,,,-1.330705825877953,,,,,,,,,-2.2608256551097354,,,,,,,-2.8044933331184407,,,,,,,,,,,,,,,,,,,,-2.478276054451565
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.Cl,,,,,,,,,,,,,,,,,,,,,,,-3.284716719125444,,,,,,,,,-2.2786578403630577,,,,,,,,,,,,,,,,,,-2.630053611753884
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],,,,,,,,-0.1310735048752618,0.0498989388706354,,-1.396259994367132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0200488283970228
CO/N=C(\C(=O)O)c1csc(N)n1,,,,,,,,,,,,,,,,,,,,,,,-2.763007772433988,,,-1.5032993692465175,,,,,,-2.027463776565861,,,,,,,,,,,-3.382483389682712,,,,,,,-1.5718317805472009
CO/N=C(\C(=O)Sc1nc2ccccc2s1)c1csc(N)n1,-1.9543958925603229,,,,,,,,,,,-0.4036222418343519,,-1.2730596291110952,-2.065082463988486,,,,,,-1.573443200664301,,-2.164976373004025,,,,-2.5374171868620885,,-2.468295846795869,-2.5601237796985643,,,,-2.241219148831143,,,,,,,-2.282453327988675,,-2.2562589243686872,,,,,,,
CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,,,,,,,,,,,,,,,,,,,,,,,0.2649556632097289,,,-0.8419383621977946,,,,-0.6261800854783784,,0.0701975634094353,,,,,,,,,,,,,,,,,,-3.3213550212171103
COC(=O)/C=C(\C)NC(C(=O)[O-])c1ccc(O)cc1.[K+],,,,,,,,,,,,,,,,,,,,,,,-2.163321657510012,,,,,,,,,-1.0618459157204867,,,,,,,,,,,,,,,,,,
COC(=O)/C=C(\C)N[C@@H](C(=O)[O-])c1ccc(O)cc1.[K+],,,,,,,,,,,,,,,,,,,,,,,-2.158996359418337,,,,,,,-3.1247657483770546,,-1.0669562788607143,,-2.962927936563664,,,,,,,-3.1057823155131614,,-2.6235978212369018,,,-3.418099629014536,,,,
COC(=O)/C=C/C(=O)OC,,,,,,,,,,,,,,,,,,,,,,,-1.0971907135563663,,,,,,,-1.1559685276216465,,-0.7320827881932667,,,,,,,,,,,-1.1702013514050045,,,,,,,
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,,,,,,,,,,,,1.408082240497964,,1.4174641722291434,1.5268185440295283,,,,1.1459791193403326,,1.5025910642140468,1.2876078183368125,1.201247535993066,1.3156444896684834,,,1.071615999954825,,,1.117627700867775,,1.3633516771034777,,1.015396781422122,,,,,,,,,1.0743078294940425,,,,1.3767947140119057,1.2813175867887838,,
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],,,,,,,,,,,,,,,-0.5519519371162238,,,,-3.0746761122497603,,,,-1.0401049227176624,-0.5853523091338664,,,,,,-0.9715290944713708,,,,-0.985557643012856,,,,,,,,,-1.0426434947355876,,,,,-1.6108876486603745,,-3.318189165274644
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,,,,,,,,-1.1922505289243297,,,,-0.9316626432179548,,-1.3333865116884005,-1.512441474184962,,,,,,,,-2.260740172642652,-1.2075866545053584,,,,,,-1.4027667615917685,,-2.227222157275855,,,,,,,,,,,-2.183442100703601,,,,,,,
COC(=O)CC[C@H](N)C(=O)O,,,,,,,,,,,,,,-2.6951389842194016,,,,,,,,,-2.5172434045979366,,,,,,,-2.7884308942792253,,-1.4943694299502708,,,,,,,,,,,-2.987101303730104,,,,,,,0.3559671994304673
COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,,,,,,,,,,,,,,,,,,,-1.6969559785300457,,,,-0.8246327219309669,,,,-1.2414085097894103,,,-1.1995059814929223,,,,-0.9959180275767232,,,,,,,,,,,,,,,,
COC(=O)NCCCCCCNC(=O)OC,,,,,,,,,,,,,,,,,,,,,,,-0.5711853222089682,-1.0792833993033193,,,,,,,,,,,,,,,,,,,,,,,,-1.1617210250768988,,-2.463798757927416
COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,,-2.937924828448684,-2.349010144397443,,,,,-1.9719595236519964,-1.5700696056524417,,-1.9674188239115344,,,,,,,,,,,,-4.384552011814283,,,,-3.636558691877864,,,-3.902239317578841,,-4.411637307920695,,-3.4221988647659853,,,,,,,,,-3.754589432551412,,,,,,,-5.034216231432015
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,,-1.82736039329649,,,,,,0.0100439642574121,,,-0.3238506891346093,,,-2.5452769177654035,-3.3461257115451293,,,,,,,,-2.993901880195601,-2.319803104401053,,-2.3814280961387344,,,,-3.32086990631327,,-2.9212378742534924,,-2.9534479553247137,,,,,,,,,-2.9212133620635843,,,,,,,-3.50721487025262
COC(=O)Nc1nc2ccccc2[nH]1,,,,,,,,-1.8819520885923344,,,,,,,,,,,,,,,-3.407893955790626,,,,,,,,,-2.7884259324499765,,-3.968667024283703,,,,,,,-4.242561471527666,,-3.778676278750624,,,,,,,-4.478478040889802
COC(=O)[C@@H](N)CC(C)C.Cl,,-0.1417627041866738,-1.8035155889843413,,,,,,,,,,,-1.2105920053174977,-1.4064737302954389,,,,,,,,,-2.547930604624829,,,,,,,-2.8171573425864165,,-2.100628973170615,0.0760210040990899,,,,-2.546725577901649,,,-0.1604494216983742,,,-1.898586343600031,,,,,,
COC(=O)[C@@H](N)CS.Cl,,-1.9299097523459607,-1.9182189103865173,,,,,,,,,,,-1.952174425947068,-2.2146781530101767,,,,,,-2.852136725061716,,-0.2913132998895126,-2.911297325412709,,,-1.2842535733393714,,,-1.2565052671060262,,0.4657887236896172,,-1.132672028964676,,,,,,,-1.299509503912185,,-0.8455765825507372,,,-1.5104156675959746,,,,
COC(=O)[C@@H](N)Cc1c[nH]c2ccccc12.Cl,,,-2.4200859607899354,,,,,,,,,,,-2.176724132524166,-3.000620400672128,,,,,,,,-0.9286630441269016,-3.2196700270358467,,,-1.7899123376622752,,,-1.7514713461599738,,-0.0921125927301036,,-1.5686812716034453,,,,,,,,,-1.3304610292082142,,,-1.788817628816784,,,,-0.2227768975366027
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,-2.837596465447007,,,,,,,,,-1.7382781842627513,,,,,,,,,,,,,,,,,,-1.4922082560819732
COC(=O)[C@H](N)c1ccc(O)cc1,,,,,,,,,,,,,,,,,,,,,,,-1.3853733486469106,-2.3098963987216967,,,,,,-2.122976784792852,-2.9044513382360218,-1.0765989391470292,-1.9381529224691063,-1.9030827963429136,-3.0540574420065147,,,,,,-2.526934183453136,,-1.6359339970548967,-2.676495599098557,,,,,,-2.574246383733239
COC(=O)[C@H](N)c1ccccc1.Cl,,,,,,,,,,,,,,-3.310026410245552,,,,,,,,,-0.4139453214027843,-3.0610748476111005,,,,,,,,0.3376318653197382,,,,,,,,,,,,,,,,-3.850391154607756,,0.5329647405959995
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,,,,,,,,,,-3.070701996460929,,,,-0.1694960182531335,,,,,,,,,,-2.330415971912447,,,,,,-0.4980202658813378,,,-1.7738173106043258,-0.0397361477938678,,,,,,,,,,,,-0.8535590731403221,,,,
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,,,,,,,,,,,,,,,,,,,,,,,-3.806401848081598,-2.276393378235963,,-3.0233300131050584,,,,-3.5005376697442325,,,,,,,,,,,,,,,-3.4079166751225363,,,,-2.248770397634032,-4.269697677020614
COC(=O)c1c(C)cc(O)c(C)c1O,,,,,,,,1.019464293075399,,,,0.6713465251033909,,0.4322837189337929,,,,,,,,,0.2489496330985083,0.2321788010036543,,,,,-0.0684610844030484,0.1601695333551227,,,,0.0699131806909813,,,,,,,0.0210690262556657,,0.1160205924895771,,,,,,,
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,,,,,,,,-1.7952134293727688,,,,,,,,,,,,,,,-3.0144945892382364,,,,,,,-4.263933243853787,,,,,,,,,,,,,,,,,,,,-4.69281246229729
COC(=O)c1cc(O)c(O)c(O)c1,,,,,,,,,,,,,,0.144016001154533,,,,,,,,,0.114572885471565,-0.6445430096024224,,,-0.6559584549379617,,,-0.1578579096944686,,0.3387974005453864,-0.4629625810698162,-0.3970103917538475,,,,,,,,,-0.2266008897726861,,,,,,,
COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,,,,,,,,,,,,,,-1.204868887326716,-0.9835833942537424,,,,,,,,-2.9544259983725194,-1.5097730983562274,,,,,,-3.0747404819150206,,-2.7513820144672,-1.157335221393312,-3.205005489024991,-1.981477113475796,,,,,,-3.246059771197921,-2.1313364339745475,-3.111898095815272,-1.8278894650333537,,,,,,
COC(=O)c1ccc(C(=O)OC)cc1,,,-0.7574544939413956,,,,,,,,,,,-0.7538973058336648,-0.858005854803673,,,0.0431994737304974,,-0.750761036695527,,,-1.5418915058154157,-0.7358043225865476,,,-1.6951558580674355,,,-1.6815854164990456,-0.8821574614506904,-1.5060757033758727,,-1.640214272279295,-0.886820834395755,,,,,,,-0.9428182966029066,-1.760162250240518,-0.8121827086151142,,,,,,
COC(=O)c1ccc(O)cc1,,,,,,,,,,,,,,,,,,,,,,,0.4490722444907328,,,,,,,0.396909418376469,,,,,,,,,,,,,0.3269307496263343,,,,,,,
COC(=O)c1ccc2cc(C(=O)OC)ccc2c1,,,,,,,-1.4303046362321798,,-2.0275622254304104,,-1.2318402948652178,,-2.049454679070575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccnc(N)c1,,,,,,,,-0.7797888984979655,,,,,,,-0.6979716963071539,,,,,,,,-1.0022644997614116,,,,,,,-1.0181694679001287,,-1.1127246524521022,,,,,,,,,,,-0.9602152464215264,,,,,-0.8524403304307778,,-1.004242026850216
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,,,,,,,,-1.922950211754332,,,,,,,,,,,,,,,-2.986984064953375,,,,,,,,,-2.5407884500607474,,,,,,,,,,,-2.9525966899738245,,,,,,,-3.346264857846758
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,,,,,,,,,,,,,,,,,,,,,,,-3.560475967233704,-0.730516185384657,,,,,,-3.0897906517127933,,,,-2.9603874450352983,,,,-0.7894247914249902,,,,,-2.1732323311443387,,,,,,,
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-0.5933571743907243,,-0.9766593725041128,,,,-0.5552042996604344,-1.0364443356196356,-0.6218483795782919,,-0.3685555948626053,,,-0.9720590353385282,-1.042770227772546,,,,,,,,-2.1976667046772977,,,,,,,,,-1.991618639778605,,,,,,,,,,,,,,,,,,-4.669487474261249
COC1CCC2(CC1)NC(=O)C(c1cc(C)ccc1C)=C2O,,,,,,,,,,,,,,,-2.1818722676208355,,,,,,,,-1.32423544662878,,,,,,,,,-1.027479440619574,,,,,,,,,,,-1.3906594101029957,,,,,,,-3.7589284473826927
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,,,,,,,,-1.254926832519086,,,,,,-2.9697841046524545,,,,,,,,,-2.295343309235625,-3.3353726245597146,,,,,,-2.8505860111542867,,-1.9115777731200667,,,,,,,,,,,,,,,,-3.871146680208968,,
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,,,,,,,,,,,,-0.5945142353641328,,-0.6266336151499398,-1.291968686037573,,,,,-0.6842546746417287,,,-0.4597844547457079,-1.7068483104267282,-1.5653276300532792,,-0.9329391341134996,,-1.0542769410947237,-0.6646003207059882,,-0.238029524703604,-1.0860323115360864,-0.7930441897778087,,,,,,,-0.966247286785746,,-0.676450548500182,,,-0.8291571332312986,,,,
COCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC)nc(OC)n1,,,,,,,,-0.3720876451054555,,,,,,,,,,,,,,,-1.4658738359416197,,,,,,,,,-1.1324639845517424,,,,,,,,,,,-1.52321244806493,,,,,,,-1.484788765767544
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,,,,,,,,,,,,,,,-2.0388822775378554,,,,,,,,-2.641138302180296,-2.4274497594666813,,,,,,-3.066581896903071,,-1.968450397775519,,,,,,,,,,,,,,,,,,
