SMILES,LogS_acetone,LogS_acetonitrile,LogS_ethanol,LogS_ethyl acetate,LogS_isopropanol,LogS_methanol,LogS_n-butanol,LogS_n-propanol,LogS_water
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].[Na+],-2.666520570947288,-2.9228802150168747,-2.2611476450209005,,-2.524288819626,-1.5256662591425734,,,
CCOc1ccc2ccccc2c1C(=O)O,0.0619241764385041,-0.6749699653732416,-0.0738005001415127,-0.601813302208048,-0.4126586674659552,0.1587283443881783,,-0.3202629891723321,
CCOc1cccc(C=O)c1O,0.8166309171093254,0.8112104906663375,-0.1103170250466453,0.5314210657140458,-0.4178234848261488,0.3234366959499467,-0.3441450257532307,-0.2597513107535896,-2.3178549266004054
CCOc1ccccc1C(N)=O,-0.6761693966428132,-0.8416363798483668,-0.6229963224795547,-1.3267200037888465,-0.8925589504023344,-0.3436401353824845,-0.9619318513423812,-0.8166152567642692,
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,-1.0355917484792885,-1.9550900708028525,-1.752744368886038,,-2.038252166136676,,,-1.752703458569738,
CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,-1.127174229321147,-1.5603751628159048,-1.5044500374119318,-1.7601112238209156,-2.049573654200618,-0.8934032600295796,,,
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,-0.6530182899846804,,-1.9429186002332863,-1.2324798958443497,,-1.3122150120467118,,,
CCS(=O)(=O)O.COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1,-4.094020268141755,-3.383297875714944,-2.3626785615389614,,-3.3534398977045217,-1.2994807690456092,-3.593741525191564,-2.860421228333041,
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,,,-3.234663220934009,,,-3.0099349463616987,,,-4.640988218141605
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)[O-])[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C.[Na+],-0.7793634494438629,,-1.3499251633489155,-1.2493636527398289,-1.857887857165312,-1.1148275443369011,,,
CC[C@@H](C(N)=O)N1CCCC1=O,-0.8145941648236447,-0.5766132429292792,-0.0044521026995469,-1.1575088502405868,-0.6076559287432859,0.5074956378504382,,-0.4610125649340141,
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,,,-3.561698456141987,,,-3.264357533385008,,,
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)/C=C\C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,-2.2834333873408417,,,-1.7371894317946828,,,,,
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,-0.8433503675810291,,,-1.2736173341456904,,,,,
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],,,-1.2008969094392674,,-1.9704732499744395,-0.1157632841877891,-1.802605927186015,-1.516665779047385,0.0885668059561032
CC[C@H](C)[C@H](N)C(=O)O,-3.606265253679043,-2.278780795902753,-2.311365457787741,-2.3075447935570432,-1.5665738633333106,-1.6788246124138064,-2.617178132820909,-2.446086389798336,
CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,-0.7852292884369293,,,,-1.0291782866692378,,,,
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,,,,,-0.0240235113465243,,,0.116104531436004,-3.548862132164303
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,-1.215068401501981,,-1.4053881152070518,-1.119316638521119,,-2.212803116071224,,,
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)/C=C/c5ccc(O)c(OC)c5)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,,,,-2.311531917317668,,,,,
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC.O=C(O)[C@H](O)[C@@H](O)C(=O)O,,,-1.988704989633861,,-2.4807674456049704,-1.051610333808643,,-2.3328703229553764,
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O.O,-0.2626613590164904,,-0.1802364245281339,-0.3752876553848098,-0.3254012074025459,,-0.498994182601398,,
CC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,,,-2.4156838362420725,,,,,,-1.3230591783051204
CCc1cc(C(N)=S)ccn1,,,,,,,,,
CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1,-1.3581442554896896,,0.3788071039395496,,-0.9509625659620112,0.4461533840906799,,0.2615355933075712,
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,,,-1.8216583596387808,,,-0.7271695855166088,,-2.155953773270774,
CCc1ccc(N=C2SCC3CCCN2C3)cc1,,,,,,,,,
CCc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,,,,,,,,,
CCc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,,,,,,,,,-4.550621768537401
CCc1cccc(CC)c1/N=C(C)/C=C(/C)Nc1c(CC)cccc1CC,,,-1.1973972706478908,,,-1.657760941334541,,,
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,0.2575596279048045,,,,-0.2168546650799772,,-0.1775637865880979,-0.1102589246908037,
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,-1.6324525379303108,-2.423874589983788,-1.7272125746498197,-1.7022895343311717,-2.127684342312417,-1.4268686770036487,-1.810448699975544,-1.7438334870355048,
CCc1nnc(NC(=O)CCCCCNC(C)=O)s1,,,-1.9006067182131576,,,,,,
CCc1nnc(NC(=O)c2ccc([N+](=O)[O-])cc2)s1,,,-3.2649561178663475,,,,,,
CCc1occc(=O)c1O,,,0.0382236222689501,,,,,,-0.9332800780660296
CCn1c2ccccc2c2cc(-n3nncc3-c3ccccc3)ccc21,,-1.1948180175424152,-1.9294539344659645,-1.1958121987216546,-2.335633943649354,,-1.9156663329993628,-1.8296910100028088,-4.092952165636549
CCn1c2ccccc2c2ccccc21,,,-0.7109726785533612,,-0.8486346491289269,-0.9323682990887956,-0.6336467942787749,-0.7143613692536753,
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,,,,,,,,,-3.55260308910128
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,,,,,,,,,-2.7144437489755857
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,,,,,,,-2.9506224173958726
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,,,,,,,,,-2.990407966871872
CN(C)/C=C/C(=O)c1cccnc1,-0.8294261211693205,,,-0.7709349853438274,,-0.0605072335950496,,-0.4452126150823617,
CN(C)C(=N)N=C(N)N.Cl,,,-1.5606703380457143,,,-0.5456533969610857,,,0.3374557416261509
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,,,-1.0586662480625748,-2.0216481691961823,,,-1.5865139976394689,-1.374856210064483,
CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,-1.414711888650861,-0.7050116022729859,0.0780694630149599,,-0.8720584581294777,0.6979589469691465,-0.4487442361048461,-0.1973185934285052,
CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,-1.4519184999407924,,-0.0402327383917641,-2.6363240891323376,,0.6592445095560062,,,
CN(C)CCn1[nH]nnc1=S,,,-3.038688840314129,,-3.343184630445593,-2.4131753252153416,-3.1757408402922747,-3.110675214759165,-0.6300908760539745
CN(C)Cc1c[nH]c2ccccc12,-0.2886449405483534,-0.7828907076012348,-0.2508383521171763,-0.5159692525466152,-0.5015023176516532,-0.0212588879958511,-0.2742202919210288,-0.2371767475004524,
CN(C)NC(=O)CCC(=O)O,,-2.248546846550004,-1.123545878900916,,-2.007109765838829,-0.5387706072509644,,-1.6649765579475493,
CN(C)S(=O)(=O)c1ccc(N)cc1,,,,,,,,,-2.750820798448611
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,,-2.525940264252813,-2.531437332596637,-2.249218598795525,-3.0923579802286185,-2.2687872466369194,-3.095938457892778,-2.794979779053148,
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,-3.681646470321613,-3.3895440604543645,-1.78420201026945,,,-0.4849595971649636,-2.7027109352189904,-2.3882807285431005,
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,,-3.0885047705901263,-1.6863264350690743,-3.866673272803226,-2.826699955010424,-1.3372161580431068,,-1.9858983320236456,
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],-3.801881518823489,,-0.9794769978771,,,,,,-0.9353574387512849
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12.Cl,,-1.4663360131095478,-0.3720461623410825,-1.3040684088564465,-1.1940051765573547,0.0865757111916674,-0.6164977541756109,-0.5187433336811293,
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,-1.4205584222958636,-2.063288658243526,-2.2331266487707224,-1.6779493018681488,-2.6452820679826163,-2.3440586539260546,-2.3915462077207468,-2.4262611998668944,
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,,,,,,,,,
CN(Cc1ccccc1)CN1C(=O)C(=NNC(=O)c2ccccc2OCc2ccccc2)c2ccccc21,,,-2.0923170538434195,,-2.2689743205618296,,-2.083142068256888,,-4.2275330862482114
CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,-1.0175714028425806,,-0.8242282991207536,-2.1909164487261967,,0.0621213131104224,,,0.1653481062002627
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,,,-1.0793754623983984,,,,,,-3.826981918407137
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,,,-2.4377945775909104,-1.3589769752801155,,,,,-4.6537727818564605
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,,,-3.654352301733323,-3.069659028259341,-3.929501987238631,,-3.830168784006531,,-3.779794771023703
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,,,-3.198911277665907,-2.1612926675308675,-3.0888597248782443,,-3.053587743651065,,-3.64096548333245
CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,,,,,,,,,-4.498005186945687
CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,,,-3.285434227344512,,,-2.769099426728187,,-3.431986848657539,-2.61303928316272
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,,,,,,,,,-2.730317074518464
CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,-1.6812725160466797,,-2.315657550802467,,,,,-2.6382478851990805,
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,-0.6230244044028467,-1.2637299685492294,-0.957060756286007,-0.8780696913688505,-1.259096656140401,-0.6800121888566206,-0.9695776997832728,-0.9509422581906518,
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,-2.3670704663866,-2.484616589479071,-2.7896380387991604,-2.6970827879625507,-3.0085604820407363,-2.368663809702857,-2.8975326225826,-2.816515836936524,
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,-1.1480769788587166,,-0.161177124730553,,,-0.7985692510214181,,,
CN1CCOC(c2ccccc2)c2ccccc2C1.Cl,-2.687302015184008,,-1.3023698657942508,,-2.3783653439453563,-0.7211135340286182,-2.2958842802666872,-2.059320189097912,-1.0329700009646758
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],-0.8563132628199285,-0.6168911073023199,,-1.7268088634165464,,-1.4586320621230493,,,-1.99602331215242
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,-2.384582308609937,,-2.861857357375091,-2.772992054092438,-2.944620925417774,-2.8923680179476783,-2.81860084032117,,
CN=C(NC#N)NCCSCc1nc[nH]c1C,,,-1.0668756648711142,,,-0.4612595910446263,,,
CNC(=O)NC,0.3887855909120674,0.4471153242762432,,-0.3475687673487715,0.8511229266419471,,,,1.5313481904520996
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,-0.0949392311686886,-0.0015634303777129,,0.0250608496957528,,-0.2721050831285105,-1.057282512131499,-0.8119667919706227,-1.6147479770163238
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,-1.4723973307740283,-2.412382919162243,-1.82863721267698,,-1.9973938780037988,-1.9820418802584312,,-1.9153706701331543,
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,-1.2978308159411212,-2.196075582406921,-1.754012454218773,-1.772857174858257,-1.9457601647564624,-1.8560135270020133,-1.897454632380686,-1.7729329359847583,
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,,,,,-2.8473775642776857,,-2.7504752329112385,-2.630240840290924,
CNC1=NCCC2(CCCCC2)S1,,,,,,,,,
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,-0.950291835508918,,-0.4595611805891896,,-1.1308491167124437,0.1349061305979434,-0.9904001352681252,-0.7865058805159759,
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,-1.78918567960775,-3.0587973663879144,-1.1131908040016878,,-1.917580873909323,-0.1276023793014256,,,-0.2050563874531365
CNC[C@H](O)c1cccc(O)c1.Cl,,,-0.389007291312835,,-1.2701511039060147,0.4430240398766135,,-0.9133026292306862,
CNS(=O)(=O)c1ccc(N)cc1,,,,,,,,,-1.244054993378756
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,,,-1.0790766972229229,,-2.063823654209191,-0.2442886546494299,,-1.5324547744439352,
CNc1nc(C)nc(OC)n1,,,0.1348138921320131,,,0.4301497581200611,,,-3.6420407235003016
CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,,,-1.8004264074967369,-0.526876984098757,-2.205840592630243,-1.3898641271057248,-2.09624396696954,-1.954936327191552,
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,-1.330705825877953,,-2.2608256551097354,,-2.8044933331184407,,,,-2.478276054451565
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.Cl,,,-3.284716719125444,,,-2.2786578403630577,,,-2.630053611753884
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],,,,,,,,,0.0200488283970228
CO/N=C(\C(=O)O)c1csc(N)n1,,,-2.763007772433988,,,-2.027463776565861,,-3.382483389682712,-1.5718317805472009
CO/N=C(\C(=O)Sc1nc2ccccc2s1)c1csc(N)n1,-1.2730596291110952,-2.065082463988486,-2.164976373004025,,-2.5601237796985643,,-2.241219148831143,-2.2562589243686872,
CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,,,0.2649556632097289,,-0.6261800854783784,0.0701975634094353,,,-3.3213550212171103
COC(=O)/C=C(\C)NC(C(=O)[O-])c1ccc(O)cc1.[K+],,,-2.163321657510012,,,-1.0618459157204867,,,
COC(=O)/C=C(\C)N[C@@H](C(=O)[O-])c1ccc(O)cc1.[K+],,,-2.158996359418337,,-3.1247657483770546,-1.0669562788607143,-2.962927936563664,-2.6235978212369018,
COC(=O)/C=C/C(=O)OC,,,-1.0971907135563663,,-1.1559685276216465,-0.7320827881932667,,-1.1702013514050045,
COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,1.4174641722291434,1.5268185440295283,1.201247535993066,1.3156444896684834,1.117627700867775,1.3633516771034777,1.015396781422122,1.0743078294940425,
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],,-0.5519519371162238,-1.0401049227176624,-0.5853523091338664,-0.9715290944713708,,-0.985557643012856,-1.0426434947355876,-3.318189165274644
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,-1.3333865116884005,-1.512441474184962,-2.260740172642652,-1.2075866545053584,-1.4027667615917685,-2.227222157275855,,-2.183442100703601,
COC(=O)CC[C@H](N)C(=O)O,-2.6951389842194016,,-2.5172434045979366,,-2.7884308942792253,-1.4943694299502708,,-2.987101303730104,0.3559671994304673
COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,,,-0.8246327219309669,,-1.1995059814929223,,-0.9959180275767232,,
COC(=O)NCCCCCCNC(=O)OC,,,-0.5711853222089682,-1.0792833993033193,,,,,-2.463798757927416
COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,,,-4.384552011814283,,-3.902239317578841,-4.411637307920695,-3.4221988647659853,-3.754589432551412,-5.034216231432015
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,-2.5452769177654035,-3.3461257115451293,-2.993901880195601,-2.319803104401053,-3.32086990631327,-2.9212378742534924,-2.9534479553247137,-2.9212133620635843,-3.50721487025262
COC(=O)Nc1nc2ccccc2[nH]1,,,-3.407893955790626,,,-2.7884259324499765,-3.968667024283703,-3.778676278750624,-4.478478040889802
COC(=O)[C@@H](N)CC(C)C.Cl,-1.2105920053174977,-1.4064737302954389,,-2.547930604624829,,,0.0760210040990899,,
COC(=O)[C@@H](N)CS.Cl,-1.952174425947068,-2.2146781530101767,-0.2913132998895126,-2.911297325412709,-1.2565052671060262,0.4657887236896172,-1.132672028964676,-0.8455765825507372,
COC(=O)[C@@H](N)Cc1c[nH]c2ccccc12.Cl,-2.176724132524166,-3.000620400672128,-0.9286630441269016,-3.2196700270358467,-1.7514713461599738,-0.0921125927301036,-1.5686812716034453,-1.3304610292082142,-0.2227768975366027
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,,,-2.837596465447007,,,-1.7382781842627513,,,-1.4922082560819732
COC(=O)[C@H](N)c1ccc(O)cc1,,,-1.3853733486469106,-2.3098963987216967,-2.122976784792852,-1.0765989391470292,-1.9030827963429136,-1.6359339970548967,-2.574246383733239
COC(=O)[C@H](N)c1ccccc1.Cl,-3.310026410245552,,-0.4139453214027843,-3.0610748476111005,,0.3376318653197382,,,0.5329647405959995
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,-0.1694960182531335,,,-2.330415971912447,-0.4980202658813378,,-0.0397361477938678,,
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,,,-3.806401848081598,-2.276393378235963,-3.5005376697442325,,,,-4.269697677020614
COC(=O)c1c(C)cc(O)c(C)c1O,0.4322837189337929,,0.2489496330985083,0.2321788010036543,0.1601695333551227,,0.0699131806909813,0.1160205924895771,
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,,,-3.0144945892382364,,-4.263933243853787,,,,-4.69281246229729
COC(=O)c1cc(O)c(O)c(O)c1,0.144016001154533,,0.114572885471565,-0.6445430096024224,-0.1578579096944686,0.3387974005453864,-0.3970103917538475,-0.2266008897726861,
COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,-1.204868887326716,-0.9835833942537424,-2.9544259983725194,-1.5097730983562274,-3.0747404819150206,-2.7513820144672,-3.205005489024991,-3.111898095815272,
COC(=O)c1ccc(C(=O)OC)cc1,-0.7538973058336648,-0.858005854803673,-1.5418915058154157,-0.7358043225865476,-1.6815854164990456,-1.5060757033758727,-1.640214272279295,-1.760162250240518,
COC(=O)c1ccc(O)cc1,,,0.4490722444907328,,0.396909418376469,,,0.3269307496263343,
COC(=O)c1ccc2cc(C(=O)OC)ccc2c1,,,,,,,,,
COC(=O)c1ccnc(N)c1,,-0.6979716963071539,-1.0022644997614116,,-1.0181694679001287,-1.1127246524521022,,-0.9602152464215264,-1.004242026850216
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,,,-2.986984064953375,,,-2.5407884500607474,,-2.9525966899738245,-3.346264857846758
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,,,-3.560475967233704,-0.730516185384657,-3.0897906517127933,,-2.9603874450352983,-2.1732323311443387,
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-0.9720590353385282,-1.042770227772546,-2.1976667046772977,,,-1.991618639778605,,,-4.669487474261249
COC1CCC2(CC1)NC(=O)C(c1cc(C)ccc1C)=C2O,,-2.1818722676208355,-1.32423544662878,,,-1.027479440619574,,-1.3906594101029957,-3.7589284473826927
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,-2.9697841046524545,,-2.295343309235625,-3.3353726245597146,-2.8505860111542867,-1.9115777731200667,,,
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,-0.6266336151499398,-1.291968686037573,-0.4597844547457079,-1.7068483104267282,-0.6646003207059882,-0.238029524703604,-0.7930441897778087,-0.676450548500182,
COCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC)nc(OC)n1,,,-1.4658738359416197,,,-1.1324639845517424,,-1.52321244806493,-1.484788765767544
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,,-2.0388822775378554,-2.641138302180296,-2.4274497594666813,-3.066581896903071,-1.968450397775519,,,
COP(=O)(NC(C)=O)SC,-0.0073065480210757,,,,-0.0768571668126939,,,,
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,,,-2.096602454061098,,-2.856258456139901,-1.07818316061511,,,-2.717070251099455
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+],,,-1.988342104709644,-3.0554901441069355,-2.8154176415667886,,-3.04465047466756,-2.852616134797584,
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,,-1.956661940902411,-1.8971224620709355,-2.564228979453272,-2.7051874806599034,-0.6400217706268927,,-2.3454306608876565,
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,,-2.727036261197284,-2.2609052796696467,-2.0224577214829087,,,,
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,-2.126533708302601,,-2.016048689759138,,,-0.2261420275249372,,,
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,-1.3662342281688773,,-1.629616717891768,,,-1.7508486673623345,,,
CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,,,-0.1165157372073198,,,-0.1241409814901417,,,
CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,,,,,-0.6299817528743407,,,
COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],,0.2303401426807715,-0.8644037360237311,,,-0.8560536849338608,-0.9130812125317044,-0.9733338611115052,
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,,,-0.9783458284634317,-0.124310726596469,-0.9519420956828956,,-0.9255853236060804,,-4.014338722905597
COc1c(Cl)cccc1NS(=O)(=O)c1ccc(N)cc1,,,,,,,,,-4.156968679601152
